6577.9,0.98457,0.0035989
4591.5,0.98498,0.0039224
4388.4,0.98276,0.0026856
4682.2,0.98227,0.002253
5095.2,0.98769,0.0064729
5392.8,0.98648,0.0055526
4596.3,0.9882,0.0065211
5683.4,0.98414,0.0035442
6569.4,0.98541,0.0028965
5695.3,0.98788,0.0074497
4796.1,0.98818,0.0067014
5194.6,0.98737,0.0062454
7269,0.98705,0.0033233
5956,0.9875,0.0018822
4790.6,0.98496,0.0039739
5386.4,0.9844,0.0037459
6994,0.98681,0.0083808
5576.7,0.98362,0.0027358
5873.4,0.98406,0.0027042
4680.8,0.98208,0.002054
5983.9,0.9844,0.0038772
6075,0.9842,0.0029703
7188,0.98516,0.0059047
5792.4,0.98639,0.0058523
4896.5,0.98858,0.0072715
4894.7,0.98725,0.0058413
5490.4,0.98555,0.0047734
6295,0.9876,0.008077
5396,0.98831,0.0075754
6357.2,0.98784,0.0021568
5694.9,0.98763,0.0071361
5191.9,0.98594,0.0049107
6395.3,0.98775,0.0085081
7342.1,1.0055,0.0019648
5297,0.9892,0.0086617
5892.7,0.98653,0.0061177
6892.4,0.9862,0.0072053
5593.8,0.987,0.0062771
5850.3,0.98992,0.0016132
4597.8,0.98972,0.0083958
5192.6,0.98625,0.0051737
4996.9,0.98901,0.0079403
5744.2,1.008,0.0010408
5162.8,0.9902,0.0012103
5596.3,0.98859,0.0082477
4973,0.983,0.0018261
4193.9,0.98031,0.0016074
4498,0.98992,0.0085711
6234.7,1.0058,0.0012853
5590,0.98545,0.0047561
